technology,title,location,type,experience,english,datetime,views,applicants
docker,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
REST,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
API,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
AWS,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
Linux,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
AI,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
ML,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
OOP,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
NumPy,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
Pandas,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
HTML,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
Data Base,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
SQL,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
Flask,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
MySQL,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
PostgreSQL,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
MongoDB,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
REST,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
Celery,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
API,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
AWS,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
Linux,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
AI,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
ML,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
Networking,Middle Python Developer,"Польща, Україна",Office або Remote,2 роки досвіду,Intermediate,2023-12-11,183,27
Data Base,Python Developer,Естонія,Тільки віддалено,1 рік досвіду,Upper-Intermediate,2023-12-11,411,122
SQL,Python Developer,Естонія,Тільки віддалено,1 рік досвіду,Upper-Intermediate,2023-12-11,411,122
Django,Python Developer,Естонія,Тільки віддалено,1 рік досвіду,Upper-Intermediate,2023-12-11,411,122
Flask,Python Developer,Естонія,Тільки віддалено,1 рік досвіду,Upper-Intermediate,2023-12-11,411,122
docker,Python Developer,Естонія,Тільки віддалено,1 рік досвіду,Upper-Intermediate,2023-12-11,411,122
REST,Python Developer,Естонія,Тільки віддалено,1 рік досвіду,Upper-Intermediate,2023-12-11,411,122
NoSQL,Python Developer,Естонія,Тільки віддалено,1 рік досвіду,Upper-Intermediate,2023-12-11,411,122
API,Python Developer,Естонія,Тільки віддалено,1 рік досвіду,Upper-Intermediate,2023-12-11,411,122
AWS,Python Developer,Естонія,Тільки віддалено,1 рік досвіду,Upper-Intermediate,2023-12-11,411,122
AI,Python Developer,Естонія,Тільки віддалено,1 рік досвіду,Upper-Intermediate,2023-12-11,411,122
GIT,Python developer with Cloud and DevOps experience,Україна,Office або Remote,2 роки досвіду,Upper-Intermediate,2023-11-27,67,12
docker,Python developer with Cloud and DevOps experience,Україна,Office або Remote,2 роки досвіду,Upper-Intermediate,2023-11-27,67,12
HTML,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
OOP,Python Developer,Естонія,Тільки віддалено,1 рік досвіду,Upper-Intermediate,2023-12-11,411,122
REST,Python developer with Cloud and DevOps experience,Україна,Office або Remote,2 роки досвіду,Upper-Intermediate,2023-11-27,67,12
API,Python developer with Cloud and DevOps experience,Україна,Office або Remote,2 роки досвіду,Upper-Intermediate,2023-11-27,67,12
AWS,Python developer with Cloud and DevOps experience,Україна,Office або Remote,2 роки досвіду,Upper-Intermediate,2023-11-27,67,12
CSS,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
JS,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
Data Base,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
SQL,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
Django,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
Flask,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
MySQL,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
PostgreSQL,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
MongoDB,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
Linux,Python developer with Cloud and DevOps experience,Україна,Office або Remote,2 роки досвіду,Upper-Intermediate,2023-11-27,67,12
AI,Python developer with Cloud and DevOps experience,Україна,Office або Remote,2 роки досвіду,Upper-Intermediate,2023-11-27,67,12
OOP,Python developer with Cloud and DevOps experience,Україна,Office або Remote,2 роки досвіду,Upper-Intermediate,2023-11-27,67,12
Microservice,Python developer with Cloud and DevOps experience,Україна,Office або Remote,2 роки досвіду,Upper-Intermediate,2023-11-27,67,12
REST,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
FastAPI,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
API,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
AWS,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
AI,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
ML,Middle to Senior Python Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,47,11
HTML,Python (Odoo) Developer,Україна,Office або Remote,1 рік досвіду,,2023-12-13,175,37
CSS,Python (Odoo) Developer,Україна,Office або Remote,1 рік досвіду,,2023-12-13,175,37
JS,Python (Odoo) Developer,Україна,Office або Remote,1 рік досвіду,,2023-12-13,175,37
SQL,Python (Odoo) Developer,Україна,Office або Remote,1 рік досвіду,,2023-12-13,175,37
GIT,Python (Odoo) Developer,Україна,Office або Remote,1 рік досвіду,,2023-12-13,175,37
GitHub,Python (Odoo) Developer,Україна,Office або Remote,1 рік досвіду,,2023-12-13,175,37
AI,Python (Odoo) Developer,Україна,Office або Remote,1 рік досвіду,,2023-12-13,175,37
ML,Python (Odoo) Developer,Україна,Office або Remote,1 рік досвіду,,2023-12-13,175,37
SQL,Large Language Model (LLM) Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,28,3
AI,Large Language Model (LLM) Engineer,"Болгарія, Іспанія, Україна",Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-11,28,3
